nombre;descripcion;link
"Notebook MSI Modern 15 i7 16GB 512GB 15.6&quot;";"Vive con pasión con el MSI Modern 15 B13X. Equipado con un procesador Intel Core de 13ª generación y gráficos Intel Iris Xe, este portátil está diseñado para la productividad y el estilo. n    n     n         n             n                 Marca n                 MSI n             n             n                 Modelo n                 Modern 15 B13M n             n             n                 CPU n                 Intel Core i7 1355U, 10C (8 x Eficientes 3,7 GHz / 2 x Rendimiento 5 GHz) n             n             n                 Memoria n                 16GB DDR4-3200 (integrada) n             n             n                 Almacenamiento n                 512GB M.2 SSD NVMe PCIe Gen3 n             n             n                 Pantalla n                 15.6&quot; FHD (1920x1080), IPS-Level n             n             n                 Gráficos n                 Intel Iris Xe n             n             n                 Sistema Operativo n                 Windows 11 Pro n             n             n                 Conectividad n                 Wi-Fi 6 (802.11ax), Bluetooth 5.2 n             n             n                 Puertos n                 n                    1x Micro SD Card Reader n                    1x HDMI (4K @ 30Hz) n                    1x USB-C (USB3.2 Gen2 / DisplayPort / Power Delivery 3.0) n                    1x USB-A 3.2 Gen2 n                    2x USB-A 2.0n                 n             n             n                 Cámara n                 HD (720p, 30fps) n             n             n                 Audio n                 2x Altavoces de 2W n             n             n                 Batería n                 3 celdas, 39.3/53.8 Whr n             n             n                 Dimensiones n                 359 x 241 x 19.9 mm n             n             n                 Peso n                 1.7 kg n             n             n                 Color n                 Negro Clásico n             n         n     nn  Garantía:  1 año.n SKU:  15B13M1016US.n n";https://shigalabs.net/producto/notebook-msi-modern-15-i7-16gb-512gb-15-6/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=457
"Notebook Lenovo Ideapad 1 15IJL7 N4500 8GB 256GB 15.6&quot;";"Trabaja con confianza con el Notebook Lenovo 15.6&quot; N4500. Equipado con un procesador Intel Celeron N4500 y almacenamiento SSD, es ideal para tareas diarias y entretenimiento. n    n     n         n             n                 Marca n                 Lenovo n             n             n                 CPU n                 Intel Celeron N4500 (2 núcleos, 1.1 GHz a 2.8 GHz) n             n             n                 Memoria n                 8GB DDR4 n             n             n                 Disco Duro n                 256GB SSD n             n             n                 Pantalla n                 15.6&quot; HD (1366 x 768 píxeles) n             n             n                 Gráficos n                 Intel UHD Graphics n             n             n                 Sistema Operativo n                 Windows 11 Home n             n             n                 Conectividad n                 Wi-Fi 5 (802.11ac), Bluetooth 5.1 n             n             n                 Puertos n                 1x USB-C 3.2, 1x USB-A 3.2, 1x USB-A 2.0, 1x HDMI 1.4b, 1x combo audio 3.5mm n             n             n                 Cámara n                 HD 720p con obturador de privacidad n             n             n                 Batería n                 Li-Po 42Wh n             n             n                 Teclado n                 Español con teclado numérico n             n             n                 Dimensiones n                 360.2 x 236 x 17.9 mm n             n             n                 Peso n                 1.55 kg n             n             n                 Color n                 Gris (Cloud Grey) n             n             n         n     nn  Garantía:  1 año.n SKU:  82LX00A4USC8G256.n n";https://shigalabs.net/producto/notebook-lenovo-ideapad-1-15ijl7-n4500-8gb-256gb-15-6/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=456
Licencia Microsoft Windows 11 Pro OEM;"Windows 11 Pro está diseñado para usuarios avanzados y empresas, ofreciendo herramientas de productividad y seguridad de nivel profesional. n    n     Características principales: n     n          Seguridad avanzada:  BitLocker y protección de información de Windows (WIP) para proteger datos sensibles. n          Acceso remoto:  Funcionalidad de Escritorio remoto para trabajar desde cualquier lugar. n          Virtualización:  Compatibilidad con Hyper-V para crear y administrar máquinas virtuales. n          Gestión empresarial:  Herramientas como Azure Active Directory y políticas de grupo para administrar dispositivos y usuarios. n          Compatibilidad:  Soporte para aplicaciones de Android a través de la Microsoft Store. n          Gaming:  Compatible con DirectX 12 Ultimate y Auto HDR para gráficos avanzados. n          Interfaz renovada:  Diseño limpio y moderno con esquinas redondeadas y nuevos temas. n     n    n     Requisitos del sistema: n     n          Procesador:  1 GHz o más rápido con 2 o más núcleos en un procesador compatible de 64 bits o SoC. n          RAM:  4 GB o más. n          Almacenamiento:  64 GB o más. n          Firmware del sistema:  UEFI, compatible con Arranque Seguro. n          TPM:  Módulo de plataforma segura (TPM) versión 2.0. n          Tarjeta gráfica:  Compatible con DirectX 12 o posterior con controlador WDDM 2.0. n          Pantalla:  Resolución mínima de 720p, mayor a 9&quot; en diagonal. n     n     SKU:  LIC02. n n";https://shigalabs.net/producto/licencia-microsoft-windows-11-pro-oem/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=455
Licencia Microsoft Windows 11 Home OEM;"Windows 11 Home ofrece una experiencia moderna y eficiente, diseñada para maximizar la productividad y el entretenimiento en tu PC. n    n     Características principales: n     n          Interfaz renovada:  Diseño limpio y moderno con esquinas redondeadas y nuevos temas. n          Productividad:  Funciones como Snap Layouts y escritorios virtuales para organizar tareas fácilmente. n          Gaming:  Compatible con DirectX 12 Ultimate y Auto HDR para gráficos avanzados. n          Seguridad:  Inicio de sesión biométrico, cifrado avanzado y protección contra ciberamenazas. n          Microsoft Teams:  Integración directa para videollamadas y chats desde la barra de tareas. n          Widgets:  Acceso rápido a noticias, clima y contenido personalizado. n          Compatibilidad:  Compatible con aplicaciones de Android a través de la Microsoft Store. n     n    n     Requisitos del sistema: n     n          Procesador:  1 GHz o más rápido con 2 o más núcleos en un procesador compatible de 64 bits o SoC. n          RAM:  4 GB o más. n          Almacenamiento:  64 GB o más. n          Firmware del sistema:  UEFI, compatible con Arranque Seguro. n          TPM:  Módulo de plataforma segura (TPM) versión 2.0. n          Tarjeta gráfica:  Compatible con DirectX 12 o posterior con controlador WDDM 2.0. n          Pantalla:  Resolución mínima de 720p, mayor a 9&quot; en diagonal. n     n     SKU:  LIC01. n n";https://shigalabs.net/producto/licencia-microsoft-windows-11-home-oem/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=454
Licencia Microsoft Office Home 2024;Office Home 2024 es ideal para estudiantes y familias que buscan las aplicaciones clásicas de Office para tareas cotidianas y académicas. n    n     Características principales: n     n          Aplicaciones incluidas:  Word, Excel, PowerPoint y OneNote. n          Compatibilidad:  Funciona con Windows 11, Windows 10 y macOS. n          Licencia:  Permanente para 1 PC o Mac. n          Uso:  Exclusivamente para uso doméstico y educativo. n          Actualizaciones:  Incluye actualizaciones de seguridad periódicas. n          Integración:  Compatible con Microsoft Teams para colaboración y comunicación. n     n     SKU:  SE027MSE37. n n;https://shigalabs.net/producto/licencia-microsoft-office-home-2024/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=453
Licencia Microsoft Windows 11 Pro ESD;"Windows 11 Pro está diseñado para usuarios avanzados y empresas, ofreciendo herramientas de productividad y seguridad de nivel profesional. n    n     Características principales: n     n          Seguridad avanzada:  BitLocker y protección de información de Windows (WIP) para proteger datos sensibles. n          Acceso remoto:  Funcionalidad de Escritorio remoto para trabajar desde cualquier lugar. n          Virtualización:  Compatibilidad con Hyper-V para crear y administrar máquinas virtuales. n          Gestión empresarial:  Herramientas como Azure Active Directory y políticas de grupo para administrar dispositivos y usuarios. n          Compatibilidad:  Soporte para aplicaciones de Android a través de la Microsoft Store. n          Gaming:  Compatible con DirectX 12 Ultimate y Auto HDR para gráficos avanzados. n          Interfaz renovada:  Diseño limpio y moderno con esquinas redondeadas y nuevos temas. n     n    n     Requisitos del sistema: n     n          Procesador:  1 GHz o más rápido con 2 o más núcleos en un procesador compatible de 64 bits o SoC. n          RAM:  4 GB o más. n          Almacenamiento:  64 GB o más. n          Firmware del sistema:  UEFI, compatible con Arranque Seguro. n          TPM:  Módulo de plataforma segura (TPM) versión 2.0. n          Tarjeta gráfica:  Compatible con DirectX 12 o posterior con controlador WDDM 2.0. n          Pantalla:  Resolución mínima de 720p, mayor a 9&quot; en diagonal. n     n     SKU:  SE022MSE39. n n";https://shigalabs.net/producto/licencia-microsoft-windows-11-pro-esd/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=452
Licencia Microsoft Windows 11 Home ESD;"Windows 11 Home ofrece una experiencia moderna y eficiente, diseñada para maximizar la productividad y el entretenimiento en tu PC. n    n     Características principales: n     n          Interfaz renovada:  Diseño limpio y moderno con esquinas redondeadas y nuevos temas. n          Productividad:  Funciones como Snap Layouts y escritorios virtuales para organizar tareas fácilmente. n          Gaming:  Compatible con DirectX 12 Ultimate y Auto HDR para gráficos avanzados. n          Seguridad:  Inicio de sesión biométrico, cifrado avanzado y protección contra ciberamenazas. n          Microsoft Teams:  Integración directa para videollamadas y chats desde la barra de tareas. n          Widgets:  Acceso rápido a noticias, clima y contenido personalizado. n          Compatibilidad:  Compatible con aplicaciones de Android a través de la Microsoft Store. n     n    n     Requisitos del sistema: n     n          Procesador:  1 GHz o más rápido con 2 o más núcleos en un procesador compatible de 64 bits o SoC. n          RAM:  4 GB o más. n          Almacenamiento:  64 GB o más. n          Firmware del sistema:  UEFI, compatible con Arranque Seguro. n          TPM:  Módulo de plataforma segura (TPM) versión 2.0. n          Tarjeta gráfica:  Compatible con DirectX 12 o posterior con controlador WDDM 2.0. n          Pantalla:  Resolución mínima de 720p, mayor a 9&quot; en diagonal. n     n     SKU:  SE022MSE38. n n";https://shigalabs.net/producto/licencia-microsoft-windows-11-home-esd/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=451
"Monitor Gravity 27&quot; FHD 180Hz Curvo";"El Monitor Gamer Gravity CZ270 de 27&quot; está diseñado para ofrecer una experiencia de juego inmersiva y de alto rendimiento, ideal para gamers exigentes. n    n     Características principales: n     n          Tamaño de pantalla:  27 pulgadas. n          Resolución:  Full HD (1920 x 1080 píxeles). n          Frecuencia de actualización:  180 Hz, perfecta para juegos rápidos y fluidos. n          Tiempo de respuesta:  1 ms, eliminando el desenfoque de movimiento. n          Tipo de panel:  VA, que ofrece un excelente contraste y colores vibrantes. n          Brillo:  250 cd/m². n          Relación de contraste:  3000:1. n          Relación de aspecto:  16:9. n          Conectividad:  HDMI y VGA. n          Compatibilidad:  Soporte VESA para montaje en pared. n          Parlantes integrados:  Sí, para una experiencia de audio completa. n          Iluminación:  RGB integrada para un diseño atractivo y envolvente. n          Diseño:  Curvatura optimizada para una experiencia inmersiva y marco delgado. n     n    n Garantía:  1 año.n SKU:  I02041.";https://shigalabs.net/producto/monitor-gravity-27-fhd-180hz-curvo/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=450
"Monitor Gravity 23.8&quot; FHD 180Hz Curvo";"El Monitor Gamer Gravity CZ238 de 23.8&quot; combina un diseño curvo inmersivo con un rendimiento excepcional, ideal para gaming y entretenimiento de alta calidad. n    n     Características principales: n     n          Tamaño de pantalla:  23.8 pulgadas. n          Resolución:  Full HD (1920 x 1080 píxeles). n          Frecuencia de actualización:  180 Hz. n          Tiempo de respuesta:  1 ms. n          Tipo de panel:  VA, que ofrece un excelente contraste y colores vibrantes. n          Brillo:  250 cd/m². n          Relación de contraste:  3000:1. n          Relación de aspecto:  16:9. n          Conectividad:  HDMI y VGA. n          Compatibilidad:  Soporte VESA para montaje en pared. n          Parlantes integrados:  Sí, para una experiencia de audio completa. n          Iluminación:  RGB integrada para un diseño atractivo. n          Diseño:  Curvatura optimizada para una experiencia inmersiva y marco delgado. n     n    n Garantía:  1 año.n SKU:  I02040.";https://shigalabs.net/producto/monitor-gravity-23-8-fhd-180hz-curvo/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=449
"Monitor Gravity 23.8&quot; FHD 100Hz";"El Monitor Gamer Gravity S238 de 23.8&quot; garantiza una experiencia visual fluida y con gran nitidez, perfecto para juegos. n    n     Características principales: n     n          Tamaño de pantalla:  23.8 pulgadas. n          Resolución:  Full HD (1920 x 1080 píxeles). n          Frecuencia de actualización:  100 Hz. n          Tiempo de respuesta:  5 ms. n          Tipo de panel:  VA, que proporciona un mejor contraste y colores vibrantes. n          Brillo:  250 cd/m². n          Relación de aspecto:  16:9. n          Conectividad:  HDMI y VGA. n          Compatibilidad:  Soporte VESA para montaje en pared. n          Funciones adicionales:  Reducción de parpadeo y filtro de luz azul para cuidar la vista durante largas sesiones. n          Diseño:  Marco delgado y elegante que maximiza la experiencia visual. n     n Garantía:  1 año.n SKU:  I02039.";https://shigalabs.net/producto/monitor-gravity-23-8-fhd-100hz/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=448
"Monitor Gravity 21.5&quot; FHD 100Hz";"El Monitor Gravity S215 de 21.5&quot; ofrece una experiencia visual fluida y de alta calidad, ideal para gaming y entretenimiento. n    n     Características principales: n     n          Tamaño de pantalla:  21.5 pulgadas. n          Resolución:  Full HD (1920 x 1080 píxeles). n          Frecuencia de actualización:  100 Hz. n          Tipo de panel:  VA, que proporciona un mejor contraste y colores más profundos. n          Brillo:  250 cd/m². n          Relación de aspecto:  16:9. n          Conectividad:  HDMI y VGA. n          Compatibilidad:  Soporte VESA para montaje en pared. n          Parlantes integrados:  Sí, para una experiencia de audio completa. n          Diseño:  Marco delgado y elegante, ideal para setups modernos. n     n Garantía:  1 año.n SKU:  I02038.";https://shigalabs.net/producto/monitor-gravity-21-5-fhd-100hz/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=447
"Monitor Gravity 27&quot; FHD 75Hz";"El Monitor Gravity 27&quot; FHD 75Hz ofrece una experiencia visual inmersiva con una calidad de imagen excepcional, ideal para gaming y uso profesional. n    n     Características principales: n     n          Tamaño de pantalla:  27 pulgadas. n          Resolución:  Full HD (1920 x 1080 píxeles). n          Frecuencia de actualización:  75 Hz. n          Tipo de panel:  VA, que proporciona negros más profundos y un mejor contraste. n          Brillo:  250 cd/m². n          Relación de aspecto:  16:9. n          Conectividad:  HDMI y VGA. n          Compatibilidad:  Soporte VESA para montaje en pared. n          Diseño:  Marco delgado y elegante. n          Funciones adicionales:  Tecnología sin parpadeo para reducir la fatiga visual. n     n Garantía:  1 año.n SKU:  I01700";https://shigalabs.net/producto/monitor-gravity-27-fhd-75hz/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=446
Gabinete Gamer Gravity GR08 White RGB;"El Gabinete Gravity GR08 White destaca por su elegante diseño en color blanco, ideal para configuraciones modernas y minimalistas. n   n     Características principales: n     n          Formato del gabinete:  ATX Mid-Tower. n          Dimensiones:  370 mm x 185 mm x 413 mm (Case) / 332 mm x 185 mm x 413 mm (Chasis). n          Compatibilidad de placas madre:  Micro-ATX, ATX. n          Conectores externos:  1 x USB 3.0, 2 x USB 2.0, HD Audio. n          Bahías de almacenamiento: n             n                 2 bahías para discos duros de 3.5&quot;. n                 3 bahías para discos SSD de 2.5&quot;. n             n         n          Ranuras PCI:  7 ranuras de expansión. n          Soporte de ventilación: n             n                 Frontal: Hasta 2 ventiladores de 120 mm. n                 Superior: Hasta 3 ventiladores de 120 mm. n                 Trasero: 1 ventilador de 120 mm (incluido). n             n         n          Soporte de refrigeración líquida: n             n                 Frontal: Radiadores de 120 mm o 240 mm. n                 Trasero: Radiador de 120 mm. n             n         n          Largo máximo de la tarjeta gráfica:  300 mm. n          Altura máxima del enfriador de CPU:  155 mm. n          Largo máximo de la fuente de poder:  150 mm. n          Sistema de iluminación:  Panel RGB integrado. n          Materiales:  Plástico, acero SPCC, vidrio templado. n     n SKU:  I01457.n n";https://shigalabs.net/producto/gabinete-gamer-gravity-gr08-white-rgb/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=445
Gabinete Gamer Gravity GR85 Black RGB;"El Gabinete Gravity GR85 Black combina diseño moderno y funcionalidad avanzada, ideal para configuraciones de PC de alto rendimiento. n    n     Características principales: n     n          Formato del gabinete:  ATX Mid-Tower. n          Dimensiones:  370 mm x 185 mm x 413 mm. n          Compatibilidad de placas madre:  Micro-ATX, ATX. n          Conectores externos: n             n                 1 x USB 3.0. n                 2 x USB 1.1. n                 HD Audio. n             n         n          Bahías de almacenamiento: n             n                 2 bahías para discos duros de 3.5&quot;. n                 3 bahías para discos SSD de 2.5&quot;. n             n         n          Ranuras PCI:  7 ranuras de expansión. n          Soporte de ventilación: n             n                 Frontal: Hasta 2 ventiladores de 120 mm. n                 Superior: Hasta 3 ventiladores de 120 mm. n                 Trasero: 1 ventilador de 120 mm (incluido). n             n         n          Soporte de refrigeración líquida: n             n                 Frontal: Radiadores de 120 mm o 240 mm. n                 Trasero: Radiador de 120 mm. n             n         n          Largo máximo de la tarjeta gráfica:  300 mm. n          Altura máxima del enfriador de CPU:  155 mm. n          Largo máximo de la fuente de poder:  150-180 mm. n          Sistema de iluminación:  Panel RGB integrado + ventilador RGB incluido. n          Materiales:  Plástico, acero SPCC, vidrio templado. n     n SKU:  I01455.n n";https://shigalabs.net/producto/gabinete-gamer-gravity-gr85-black-rgb/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=444
Gabinete Gamer Gravity GR08 Black RGB;"El Gabinete Gravity GR08 Black combina diseño elegante y funcionalidad avanzada, ideal para configuraciones de PC de alto rendimiento. n    n     Características principales: n     n          Formato del gabinete:  ATX Mid-Tower. n          Dimensiones:  370 mm x 185 mm x 413 mm (Case) / 332 mm x 185 mm x 413 mm (Chasis). n          Compatibilidad de placas madre:  Micro-ATX, ATX. n          Conectores externos:  1 x USB 3.0, 2 x USB 2.0, HD Audio. n          Bahías de almacenamiento: n             n                 2 bahías para discos duros de 3.5&quot;. n                 3 bahías para discos SSD de 2.5&quot;. n             n         n          Ranuras PCI:  7 ranuras de expansión. n          Soporte de ventilación: n             n                 Frontal: Hasta 2 ventiladores de 120 mm. n                 Superior: Hasta 3 ventiladores de 120 mm. n                 Trasero: 1 ventilador de 120 mm (incluido). n             n         n          Soporte de refrigeración líquida: n             n                 Frontal: Radiadores de 120 mm o 240 mm. n                 Trasero: Radiador de 120 mm. n             n         n          Largo máximo de la tarjeta gráfica:  300 mm. n          Altura máxima del enfriador de CPU:  155 mm. n          Largo máximo de la fuente de poder:  150 mm. n          Sistema de iluminación:  Panel RGB integrado. n          Materiales:  Plástico, acero SPCC, vidrio templado. n     n SKU:  I01456.n n";https://shigalabs.net/producto/gabinete-gamer-gravity-gr08-black-rgb/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=443
Combo Gamer Fantech 5 en 1 P51 White;El Combo Fantech 5 en 1 P51 Space Edition incluye periféricos esenciales para un setup gamer completo, con un diseño futurista y funcionalidad avanzada. n    n     Componentes del kit: n     n          Teclado:  Shikari K51n             n                 104 teclas con diseño ergonómico. n                 Iluminación RGB con 3 modos personalizables. n                 Anti-Ghosting en 3 teclas para evitar conflictos durante el juego. n                 Conexión USB 2.0. n             n         n          Mouse:  Crypto VX7n             n                 Sensor óptico de alta precisión. n                 DPI ajustable hasta 3200. n                 6 botones programables. n                 Iluminación LED en 4 colores. n                 Diseño ergonómico para largas sesiones de juego. n             n         n          Auriculares:  Flash HQ53n             n                 Sonido estéreo 3D para una experiencia inmersiva. n                 Micrófono flexible y ajustable. n                 Conexión mediante jack de 3.5 mm. n                 Iluminación LED roja. n             n         n          Mousepad:  Vigil MP356n             n                 Superficie de tela de alta calidad para precisión y control. n                 Base antideslizante para mayor estabilidad. n                 Dimensiones: 25 x 35 cm. n             n         n          Soporte para auriculares:  Tower II AC304n             n                 Diseño compacto y elegante. n                 Material resistente para mayor durabilidad. n             n         n     n Garantía:  1 año.n SKU:  I02031.n n;https://shigalabs.net/producto/combo-gamer-fantech-5-en-1-p51-white/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=442
Combo Gamer Fantech 5 en 1 P51 Pink Sakura;El Kit Gamer 5 en 1 P51 Pink Sakura Fantech incluye todo lo necesario para un setup gamer completo, combinando estilo y funcionalidad. n    n     Componentes del kit: n     n          Teclado:  Shikari K51n             n                 104 teclas con diseño ergonómico. n                 Iluminación RGB con 3 modos personalizables. n                 Anti-Ghosting en 3 teclas para evitar conflictos durante el juego. n                 Conexión USB 2.0. n             n         n          Mouse:  Crypto VX7n             n                 Sensor óptico de alta precisión. n                 DPI ajustable hasta 3200. n                 6 botones programables. n                 Iluminación LED en 4 colores. n                 Diseño ergonómico para largas sesiones de juego. n             n         n          Auriculares:  Flash HQ53n             n                 Sonido estéreo 3D para una experiencia inmersiva. n                 Micrófono flexible y ajustable. n                 Conexión mediante jack de 3.5 mm. n                 Iluminación LED roja. n             n         n          Mousepad:  Vigil MP356n             n                 Superficie de tela de alta calidad para precisión y control. n                 Base antideslizante para mayor estabilidad. n                 Dimensiones: 25 x 35 cm. n             n         n          Soporte para auriculares:  Tower II AC304n             n                 Diseño compacto y elegante. n                 Material resistente para mayor durabilidad. n             n         n     n Garantía:  1 año.n SKU:  I02030.n n;https://shigalabs.net/producto/combo-gamer-fantech-5-en-1-p51-pink-sakura/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=441
Mousepad Fantech ATO GE02 MP905;El Mousepad Fantech ATO MP905 combina diseño minimalista y funcionalidad, ideal para gamers y profesionales que buscan precisión y estilo. n    n     Características principales: n     n          Superficie:  Suave como la seda, diseñada para un control y velocidad óptimos. n          Resistencia al agua:  Recubrimiento resistente al agua para mayor durabilidad. n          Costuras:  Borde antidesgaste para evitar deshilachado. n          Base:  Antideslizante para un agarre firme en cualquier superficie. n          Tamaño:  900 mm x 400 mm x 4 mm (XL). n          Diseño:  Inspirado en patrones de mármol minimalistas. n n     n SKU:  I01249.n nn n;https://shigalabs.net/producto/mousepad-fantech-ato-ge02-mp905/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=440
Joystick Fantech Nova Pro V2 Rainbow;El Fantech Nova Pro WGP14 V2 ofrece una experiencia de juego inalámbrica optimizada para gamers que buscan comodidad y precisión. n    n     Características principales: n     n          Conectividad:  Inalámbrica (Bluetooth 5.0) y con cable mediante USB. n          Compatibilidad:  Funciona con PC, PlayStation 4, Android, iOS, MacOS, tvOS y Cloud Gaming. n          Batería:  Recargable con una duración de hasta 10 horas de uso continuo. n          Diseño:  Ergonómico con agarres cómodos para largas sesiones de juego. n          Botones:  Disposición clásica con botones sensibles y sticks analógicos precisos. n          Retroalimentación:  Vibración dual para una experiencia más inmersiva. n          Dimensiones:  Compacto y ligero para facilitar su transporte. n     n Garantía:  1 año.n SKU:  I01813.nn n;https://shigalabs.net/producto/joystick-fantech-nova-pro-v2-rainbow/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=439
Joystick Fantech Nova Pro V2 Blue;El Fantech Nova Pro WGP14 V2 ofrece una experiencia de juego inalámbrica optimizada para gamers que buscan comodidad y precisión. n    n     Características principales: n     n          Conectividad:  Inalámbrica (Bluetooth 5.0) y con cable mediante USB. n          Compatibilidad:  Funciona con PC, PlayStation 4, Android, iOS, MacOS, tvOS y Cloud Gaming. n          Batería:  Recargable con una duración de hasta 10 horas de uso continuo. n          Diseño:  Ergonómico con agarres cómodos para largas sesiones de juego. n          Botones:  Disposición clásica con botones sensibles y sticks analógicos precisos. n          Retroalimentación:  Vibración dual para una experiencia más inmersiva. n          Dimensiones:  Compacto y ligero para facilitar su transporte. n     n Garantía:  1 año.n SKU:  I01812.nn n;https://shigalabs.net/producto/joystick-fantech-nova-pro-v2-blue/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=438
Gabinete Gamer Fantech CG-83 RGB Rosa;El Gabinete Fantech Aero CG83 FRGB Sakura Edition combina estilo y funcionalidad, ideal para entusiastas del gaming y la construcción de PC. n    n     Características principales: n     n          Compatibilidad:  Admite placas madre ATX, Micro ATX y Mini ITX. n          Ventilación:  Soporta hasta 8 fan de 120 mm para una excelente circulación de aire. n          Espacio para GPU:  Hasta 330 mm. n          Altura máxima del enfriador de CPU:  160 mm. n          Paneles:  Vidrio templado en el lateral para exhibir componentes e iluminación RGB. n          Ventiladores incluidos:  4 fan RGB. n          Bahías de almacenamiento:  Espacio para 2 HDD y 3 SSD. n          Conectividad:  Panel frontal con 1x USB 3.0, 2x USB 2.0 y conectores de audio. n          Dimensiones:  360 mm x 205 mm x 430 mm. n          Diseño:  Edición especial Sakura en color rosa con detalles únicos. n     n SKU:  I01811.n n;https://shigalabs.net/producto/gabinete-gamer-fantech-cg-83-rgb-rosa/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=437
Mousepad Fantech ATO GE01 MP905;El Mousepad Fantech ATO MP905 combina diseño minimalista y funcionalidad, ideal para gamers y profesionales que buscan precisión y estilo. n    n     Características principales: n     n          Superficie:  Suave como la seda, diseñada para un control y velocidad óptimos. n          Resistencia al agua:  Recubrimiento resistente al agua para mayor durabilidad. n          Costuras:  Borde antidesgaste para evitar deshilachado. n          Base:  Antideslizante para un agarre firme en cualquier superficie. n          Tamaño:  900 mm x 400 mm x 4 mm (XL). n n     n  SKU:  I01638. n nn n;https://shigalabs.net/producto/mousepad-fantech-ato-ge01-mp905/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=436
Combo Gamer Fantech 5 en 1 TKL;El Kit Gamer Fantech TKL incluye periféricos esenciales para una experiencia de juego inmersiva, combinando diseño compacto y funcionalidad. n    n     Componentes del kit: n     n          Teclado:  Fantech K613 TKL IIn             n                 87 teclas en total, diseño compacto sin teclado numérico. n                 19 teclas Anti-Ghosting para evitar pulsaciones no registradas durante el juego. n                 Retroiluminación RGB con modos personalizables para una experiencia visual atractiva. n                 Durabilidad: Switches diseñados para soportar hasta 8 millones de pulsaciones. n                 Conexión USB con cable de 1.5 m de longitud. n             n         n          Mouse:  Fantech G13 Rhasta IIn             n                 Retroiluminación RGB con múltiples efectos personalizables. n                 Sensor óptico de alta precisión para gaming con DPI ajustable: 800/1200/2400/3200. n                 Botones mecánicos con una durabilidad de hasta 10 millones de clics. n                 Diseño ergonómico para un uso prolongado sin fatiga. n                 Conexión USB con cable de 1.8 m de longitud. n             n         n          Mousepad:  Fantech MP25n             n                 Superficie de tela con base de goma antideslizante. n                 Dimensiones compactas para escritorios pequeños. n             n         n          Soporte para auriculares:  Fantech AC3001n             n                 Diseño gaming en color rojo. n                 Construcción robusta para mayor durabilidad. n             n         n          Auriculares:  Fantech HG20 Chief IIn             n                 Conexión: 3.5 mm + USB. n                 Micrófono omnidireccional para comunicaciones claras. n                 Almohadillas cómodas y ligeras para largas sesiones de juego. n                 Retroiluminación RGB que complementa el diseño. n             n         n     n  Garantía:  1 año. n  SKU:  I02165. n n;https://shigalabs.net/producto/combo-gamer-fantech-5-en-1-tkl/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=435
Memoria Ram Adata Premier Sodimm 32GB DDR4 3200MHz;La memoria ADATA Premier DDR4 3200MHz ofrece un rendimiento confiable y eficiente, ideal para notebooks y sistemas compactos. n    n     Características principales: n     n          Capacidad:  32 GB. n          Tipo de memoria:  DDR4. n          Velocidad:  3200 MT/s. n          Latencia CAS:  CL22. n          Voltaje:  1.1V. n          Formato:  SODIMM. n  n n Garantía:  3 años.n SKU:  SADPD432GB32.n n;https://shigalabs.net/producto/memoria-ram-adata-premier-sodimm-32gb-ddr4-3200mhz/?utm_source=Custom%20Feed&utm_campaign=Export&utm_medium=cpc&utm_term=434
